file,status,error,bank_name,year,presence,tokens,out_tokens
y6report_1127940_FIRST-ST-AGY-OF-LE-CENTER_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127940_FIRST-ST-AGY-OF-LE-CENTER_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127940_FIRST-ST-AGY-OF-LE-CENTER_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127940_FIRST-ST-AGY-OF-LE-CENTER_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127940_FIRST-ST-AGY-OF-LE-CENTER_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127959_MAHNOMEN-BSHRS_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127959_MAHNOMEN-BSHRS_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127959_MAHNOMEN-BSHRS_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127959_MAHNOMEN-BSHRS_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127959_MAHNOMEN-BSHRS_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986-_WARROAD-BSHRS_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS-_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1127986_WARROAD-BSHRS_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128040_FIRST-FC_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128059_TWINCO_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128059_TWINCO_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128059_TWINCO_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128059_TWINCO_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128059_TWINCO_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128086_HAMBURG-FNCL_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128134_FORSTROM-BC_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128189_NORTHERN-WISCONSIN-BHC_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
